,Location,ReportedYear,crime_count,longitude,latitude
13663,3046 N MARTIN L KING JR DR,2017,1,-80.48581142894574,27.023284016173392
13664,3046 N OAKLAND AV,2017,1,-87.88761652083122,43.07388985
13665,3047 N 21ST ST,2016,2,-87.93887487231422,43.0743075
13666,3047 N 21ST ST,2017,1,-87.93887487231422,43.0743075
13667,3047 N 22ND ST,2017,1,-75.16610837431679,40.0014245
13668,3047 N 22ND ST,2019,1,-75.16610837431679,40.0014245
13669,3047 N 23RD ST,2016,1,-75.16777376113185,40.001441650000004
13670,3047 N 23RD ST,2018,1,-75.16777376113185,40.001441650000004
13671,3047 N 24TH PL,2016,1,-87.94384302177565,43.0743893
13672,3047 N 24TH ST,2016,1,-75.1693548752445,40.001658649999996
13673,3047 N 24TH ST,2021,2,-75.1693548752445,40.001658649999996
13674,3047 N 27TH ST,2016,1,-75.17431934693877,40.00160522448979
13675,3047 N 27TH ST,2017,1,-75.17431934693877,40.00160522448979
13676,3047 N 5TH ST,2017,2,-75.13878780323964,39.99780295
13677,3047 N BARTLETT AV,2016,1,-87.88940279960958,43.07389755
13678,3047 N BOOTH ST,2016,1,-87.90436574487259,43.0739704
13679,3047 N BUFFUM ST,2017,1,-87.9067602743815,43.07397395
13680,3047 N FARWELL AV #LWR,2017,1,-87.8866907680462,43.05885036721801
13681,3047 N MURRAY AV,2017,1,-87.88579699899248,43.07385775
13682,3047 N PROSPECT AV,2017,1,-87.8807768101475,43.07386395
13683,3048 N 12TH ST,2017,1,-87.9264899780139,43.07425895
13684,3048 N 12TH ST,2018,1,-87.9264899780139,43.07425895
13685,3048 N 12TH ST,2019,1,-87.9264899780139,43.07425895
13686,3048 N 12TH ST,2021,1,-87.9264899780139,43.07425895
13687,3048 N 12TH ST,2022,2,-87.9264899780139,43.07425895
13688,3048 N 25TH ST,2017,1,-75.17130877954546,40.001951000000005
13689,3048 N 25TH ST,2022,1,-75.17130877954546,40.001951000000005
13690,3048 N 28TH ST,2016,1,-87.94831888290945,43.074498399999996
13691,3048 N 29TH ST,2016,2,-75.17752947474747,40.002298595959594
13692,3048 N 29TH ST,2017,1,-75.17752947474747,40.002298595959594
13693,3048 N 29TH ST,2018,3,-75.17752947474747,40.002298595959594
13694,3048 N FRATNEY ST,2017,1,-87.90127965666832,43.0740485
13695,3048 N FRATNEY ST,2019,1,-87.90127965666832,43.0740485
13696,3048 N FRATNEY ST,2021,1,-87.90127965666832,43.0740485
13697,3048 N FRATNEY ST,2022,1,-87.90127965666832,43.0740485
13698,3048 N HOLTON ST,2016,1,-87.90499171716348,43.0740502
13699,3048 N HOLTON ST,2017,1,-87.90499171716348,43.0740502
13700,3048 N HOLTON ST,2019,1,-87.90499171716348,43.0740502
13701,3048 N HOLTON ST,2020,1,-87.90499171716348,43.0740502
13702,3048 N HOLTON ST,2021,3,-87.90499171716348,43.0740502
13703,3049 N 11TH LA,2017,1,-87.92612616134494,43.07421755
13704,3049 N 11TH LA,2018,1,-87.92612616134494,43.07421755
13705,3049 N 27TH ST,2017,1,-75.1743164489796,40.00161740816326
13706,3049 N NEWHALL ST,2016,1,-87.89055126207835,43.0739776
13707,305 W CHRISTINE LA,2016,1,-87.91426353032041,43.06837036638048
13708,305 W CHRISTINE LA,2020,2,-87.91426353032041,43.06837036638048
13709,305 W CHRISTINE LA,2021,1,-87.91426353032041,43.06837036638048
13710,305 W GARFIELD AV,2017,1,-87.91438673395304,43.05901836510901
13711,3050 N 10TH ST,2017,1,-75.14661200081198,39.9987326
13712,3050 N 23RD ST,2016,1,-75.16812944447011,40.0015774
13713,3050 N 23RD ST,2019,1,-75.16812944447011,40.0015774
13714,3050 N 7TH ST,2016,1,-75.142669,39.998358
13715,3050 N 7TH ST,2020,1,-75.142669,39.998358
13716,3050 N 7TH ST,2021,1,-75.142669,39.998358
13717,3050 N 7TH ST,2022,1,-75.142669,39.998358
13718,3050 N 9TH ST,2016,1,-90.1930324553749,38.654998971493484
13719,3050 N CRAMER ST,2017,1,-87.8863836749913,43.0739689
13720,3050 N FARWELL AV,2016,1,-87.8813780257369,43.07396355
13721,3050 N MARYLAND AV,2017,1,-87.88257306427377,43.07394645
13722,3050 N MARYLAND AV,2018,1,-87.88257306427377,43.07394645
13723,3050 N MARYLAND AV,2019,1,-87.88257306427377,43.07394645
13724,3050 N MARYLAND AV,2022,1,-87.88257306427377,43.07394645
13725,3051 N 11TH ST,2017,2,-87.92554926463026,43.0742151
13726,3051 N 11TH ST,2018,2,-87.92554926463026,43.0742151
13727,3051 N 11TH ST,2020,2,-87.92554926463026,43.0742151
13728,3051 N 11TH ST,2021,1,-87.92554926463026,43.0742151
13729,3051 N 11TH ST,2022,1,-87.92554926463026,43.0742151
13730,3051 N 20TH ST,2017,1,-87.93762938915506,43.0743711
13731,3051 N 20TH ST,2018,1,-87.93762938915506,43.0743711
13732,3051 N 20TH ST,2019,1,-87.93762938915506,43.0743711
13733,3051 N 25TH ST,2016,1,-87.94507930066015,43.07446615
13734,3051 N 25TH ST,2018,1,-87.94507930066015,43.07446615
13735,3051 N 25TH ST,2019,1,-87.94507930066015,43.07446615
13736,3051 N BARTLETT AV #LWR,2016,1,-87.8923102605532,43.05616452881541
13737,3051 N BUFFUM ST,2016,2,-87.90674250844182,43.07407765
13738,3051 N CRAMER ST,2016,1,-87.88696922193878,43.0739697
13739,3051 N CRAMER ST,2018,1,-87.88696922193878,43.0739697
13740,3051 N CRAMER ST,2022,1,-87.88696922193878,43.0739697
13741,3051 N FARWELL AV #LWR,2017,1,-87.8866907680462,43.05885036721801
13742,3051 N PROSPECT AV,2017,2,-87.88079599952378,43.0739866
13743,3052 N 28TH ST,2016,2,-112.02166172222222,33.483510305555555
13744,3052 N 28TH ST,2017,1,-112.02166172222222,33.483510305555555
13745,3052 N 30TH ST,2017,1,-112.01733485964846,33.48359119294989
13746,3052 N 30TH ST,2022,2,-112.01733485964846,33.48359119294989
13747,3052 N MARYLAND AV,2017,1,-87.88257306427377,43.07394645
13748,3052 N MARYLAND AV,2020,1,-87.88257306427377,43.07394645
13749,3052 N MARYLAND AV,2021,1,-87.88257306427377,43.07394645
13750,3053 N FARWELL AV,2017,1,-87.8820036483277,43.07397374999999
13751,3053 N FARWELL AV,2018,1,-87.8820036483277,43.07397374999999
13752,3053 N SUMMIT AV,2016,1,-87.87593120282392,43.073932
13753,3053 N SUMMIT AV,2017,2,-87.87593120282392,43.073932
13754,3053 N SUMMIT AV,2019,1,-87.87593120282392,43.073932
13755,3054 N 24TH ST,2016,1,-87.9421131363897,43.074520899999996
13756,3054 N 24TH ST,2020,1,-87.9421131363897,43.074520899999996
13757,3054 N 27TH ST,2017,1,-75.17439025,40.00222825
13758,3054 N 7TH ST,2016,1,-75.1427406946733,39.99836465
13759,3054 N FARWELL AV,2016,1,-87.88135719914052,43.07406385
13760,3054 N FRATNEY ST,2017,1,-87.9012599618531,43.07413345
13761,3054 N FRATNEY ST,2019,1,-87.9012599618531,43.07413345
13762,3054 N FRATNEY ST,2020,1,-87.9012599618531,43.07413345
13763,3054 N RICHARDS ST,2017,1,-87.9074456001699,43.074197600000005
13764,3054 N RICHARDS ST,2018,1,-87.9074456001699,43.074197600000005
13765,3054 N RICHARDS ST,2019,2,-87.9074456001699,43.074197600000005
13766,3054 N RICHARDS ST,2020,1,-87.9074456001699,43.074197600000005
13767,3055 N 1ST ST,2016,1,-121.93529563672189,37.39607555329463
13768,3055 N 1ST ST,2017,1,-121.93529563672189,37.39607555329463
13769,3055 N 27TH ST,2016,1,-75.1743883125,40.0022368125
13770,3055 N 27TH ST,2017,1,-75.1743883125,40.0022368125
13771,3055 N 27TH ST,2021,3,-75.1743883125,40.0022368125
13772,3055 N 27TH ST,2022,2,-75.1743883125,40.0022368125
13773,3055 N HACKETT AV,2016,1,-87.87706892499992,43.07401765
13774,3055 N HACKETT AV,2017,1,-87.87706892499992,43.07401765
13775,3056 N 25TH ST,2016,1,-75.17127316578652,40.00211775
13776,3056 N 25TH ST,2020,1,-75.17127316578652,40.00211775
13777,3056 N 25TH ST,2021,1,-75.17127316578652,40.00211775
13778,3056 N BUFFUM ST,2016,1,-87.9062125,43.07421585
13779,3056 N BUFFUM ST,2017,3,-87.9062125,43.07421585
13780,3056 N BUFFUM ST,2021,4,-87.9062125,43.07421585
13781,3056 N BUFFUM ST,2022,3,-87.9062125,43.07421585
13782,3056 N CRAMER ST,2016,1,-87.88633211914156,43.074088399999994
13783,3056 N CRAMER ST,2020,1,-87.88633211914156,43.074088399999994
13784,3056 N MARYLAND AV,2016,1,-87.88258038714834,43.07407635
13785,3056 N MARYLAND AV,2017,1,-87.88258038714834,43.07407635
13786,3056 N MARYLAND AV,2020,2,-87.88258038714834,43.07407635
13787,3056 N PALMER ST,2016,2,-87.90908695727612,43.074242999999996
13788,3056 N PALMER ST,2017,4,-87.90908695727612,43.074242999999996
13789,3056 N PALMER ST,2018,4,-87.90908695727612,43.074242999999996
13790,3056 N PALMER ST,2019,2,-87.90908695727612,43.074242999999996
13791,3056 N PALMER ST,2020,1,-87.90908695727612,43.074242999999996
13792,3056 N PALMER ST,2021,11,-87.90908695727612,43.074242999999996
13793,3056 N PALMER ST,2022,8,-87.90908695727612,43.074242999999996
13794,3056 N RICHARDS ST,2017,1,-87.9074456001699,43.074197600000005
13795,3057 N 26TH ST,2017,1,-75.17248301512404,40.00226645
13796,3057 N 26TH ST,2021,1,-75.17248301512404,40.00226645
13797,3057 N 27TH ST,2017,1,-75.1743844375,40.0022539375
13798,3057 N 27TH ST,2020,1,-75.1743844375,40.0022539375
13799,3057 N 9TH ST,2017,1,-75.14464067678348,39.9986959
13800,3057 N FARWELL AV #LWR,2016,1,-87.88597450860398,43.059598075628934
13801,3057 N PIERCE ST,2017,1,-87.90301174309045,43.0742183
13802,3057 N PIERCE ST,2021,1,-87.90301174309045,43.0742183
13803,3058 N 21ST ST,2016,1,-87.93839707688404,43.074548300000004
13804,3058 N 21ST ST,2019,2,-87.93839707688404,43.074548300000004
13805,3058 N 21ST ST,2022,2,-87.93839707688404,43.074548300000004
13806,3058 N 22ND ST,2017,2,-87.93961130825745,43.0746156
13807,3058 N 22ND ST,2020,4,-87.93961130825745,43.0746156
13808,3058 N 22ND ST,2022,1,-87.93961130825745,43.0746156
13809,3058 N 24TH PL,2016,1,-87.94334472978977,43.074645700000005
13810,3058 N 27TH ST,2016,1,-75.1743825,40.0022625
13811,3058 N FRATNEY ST,2016,1,-87.90125414943287,43.07420295
13812,3058 N FRATNEY ST,2018,1,-87.90125414943287,43.07420295
13813,3058 N MURRAY AV,2016,1,-87.88510893345102,43.0741547
13814,3058 N NEWHALL ST,2016,1,-87.89003281670247,43.07414705
13815,3058 N NEWHALL ST,2017,1,-87.89003281670247,43.07414705
13816,3058 N RICHARDS ST,2016,1,-87.90744894276177,43.0742976
13817,3058 N RICHARDS ST,2018,1,-87.90744894276177,43.0742976
13818,3058 N RICHARDS ST,2019,3,-87.90744894276177,43.0742976
13819,3059 N 10TH ST,2017,1,-75.14623385629451,39.9988554
13820,3059 N 11TH ST,2017,1,-87.92554959350971,43.074416400000004
13821,3059 N 22ND ST,2016,1,-87.94008709631291,43.07461295
13822,3059 N DOWNER AV,2017,1,-87.87827688523427,43.0740826
13823,3059 N MARYLAND AV,2016,1,-87.88333758385494,43.074131550000004
13824,3059 N MARYLAND AV,2018,2,-87.88333758385494,43.074131550000004
13825,3059 N SUMMIT AV,2016,1,-87.87593581291074,43.07409255
13826,3059 N WEIL ST,2016,1,-87.89935370605085,43.07416485
13827,3059 N WEIL ST,2017,1,-87.89935370605085,43.07416485
13828,3059 N WEIL ST,2018,6,-87.89935370605085,43.07416485
13829,3059 N WEIL ST,2019,3,-87.89935370605085,43.07416485
13830,3059 N WEIL ST,2020,1,-87.89935370605085,43.07416485
13831,3059 N WEIL ST,2021,2,-87.89935370605085,43.07416485
13832,3059 N WEIL ST,2022,1,-87.89935370605085,43.07416485
13833,306 W HAMPTON AV,2016,2,-87.91362680260674,43.104372350000006
13834,306 W HAMPTON AV,2018,2,-87.91362680260674,43.104372350000006
13835,306 W HAMPTON AV,2019,1,-87.91362680260674,43.104372350000006
13836,306 W HAMPTON AV,2021,2,-87.91362680260674,43.104372350000006
13837,306 W VLIET ST,2016,1,-87.914719,43.0485615
13838,306 W VLIET ST,2020,1,-87.914719,43.0485615
13839,306 W VLIET ST,2021,1,-87.914719,43.0485615
13840,306 W VLIET ST,2022,2,-87.914719,43.0485615
13841,3060 N 12TH ST,2017,1,-87.92643980672933,43.07440845
13842,3060 N 12TH ST,2018,1,-87.92643980672933,43.07440845
13843,3060 N 12TH ST,2019,1,-87.92643980672933,43.07440845
13844,3060 N 1ST ST,2016,2,-121.93386511274727,37.3967237
13845,3060 N 1ST ST,2017,1,-121.93386511274727,37.3967237
13846,3060 N 1ST ST,2018,1,-121.93386511274727,37.3967237
13847,3060 N 1ST ST,2020,1,-121.93386511274727,37.3967237
13848,3060 N 25TH ST,2016,4,-75.17125565699175,40.00219505
13849,3060 N 25TH ST,2018,1,-75.17125565699175,40.00219505
13850,3060 N 25TH ST,2019,1,-75.17125565699175,40.00219505
13851,3060 N 25TH ST,2020,3,-75.17125565699175,40.00219505
13852,3060 N 28TH ST,2016,1,-87.94830726836734,43.0747707
13853,3060 N 28TH ST,2021,2,-87.94830726836734,43.0747707
13854,3060 N BOOTH ST,2016,2,-87.90375843104786,43.0742819
13855,3060 N BOOTH ST,2017,1,-87.90375843104786,43.0742819
13856,3060 N BUFFUM ST,2016,1,-87.9062351,43.074302700000004
13857,3060 N BUFFUM ST,2020,2,-87.9062351,43.074302700000004
13858,3060 N BUFFUM ST,2021,1,-87.9062351,43.074302700000004
13859,3060 N MARYLAND AV,2016,1,-87.88280369970703,43.07390816989789
13860,3060 N OAKLAND AV,2016,1,-87.88775673309992,43.07391368574645
13861,3060 N PIERCE ST,2016,1,-87.90250397461604,43.07429515
13862,3061 N 26TH ST,2017,1,-75.17246679583536,40.002352349999995
13863,3061 N 29TH ST,2017,1,-75.17728208080808,40.00243729292929
13864,3061 N 29TH ST,2020,1,-75.17728208080808,40.00243729292929
13865,3061 N BOOTH ST,2016,2,-87.90425975,43.074288949999996
13866,3061 N BOOTH ST,2021,1,-87.90425975,43.074288949999996
13867,3061 N FRATNEY ST,2016,1,-87.90162239954857,43.074009483760875
13868,3061 N RICHARDS ST,2017,1,-87.9079981,43.07428945
13869,3061 N RICHARDS ST,2019,2,-87.9079981,43.07428945
13870,3061 N RICHARDS ST,2022,1,-87.9079981,43.07428945
13871,3062 N 21ST ST,2017,1,-87.93838730473685,43.0746441
13872,3062 N 21ST ST,2018,2,-87.93838730473685,43.0746441
13873,3062 N 21ST ST,2021,1,-87.93838730473685,43.0746441
13874,3062 N 21ST ST,2022,1,-87.93838730473685,43.0746441
13875,3062 N 24TH PL,2017,1,-87.94331312575187,43.074743600000005
13876,3062 N BARTLETT AV,2017,1,-87.8888291129137,43.0742145
13877,3062 N DOWNER AV,2017,2,-87.8775780450338,43.07413795
13878,3062 N DOWNER AV,2021,1,-87.8775780450338,43.07413795
13879,3063 N CRAMER ST,2016,1,-87.88696080616967,43.07417785
13880,3063 N MURRAY AV,2017,1,-87.88578711658653,43.074201200000005
13881,3063 N MURRAY AV,2021,1,-87.88578711658653,43.074201200000005
13882,3063 N MURRAY AV,2022,2,-87.88578711658653,43.074201200000005
13883,3064 N 13TH ST,2016,1,-90.19615312605438,38.654395916555025
13884,3064 N 13TH ST,2020,1,-90.19615312605438,38.654395916555025
13885,3064 N 25TH ST,2016,1,-87.94455968283778,43.07476705
13886,3064 N MARTIN L KING JR DR,2016,1,-80.48581142894574,27.023284016173392
13887,3065 N 28TH ST,2016,2,-112.021465,33.4836045
13888,3066 N 22ND ST,2017,1,-87.93958965,43.0747334
13889,3066 N 22ND ST,2021,1,-87.93958965,43.0747334
13890,3066 N 23RD ST,2017,2,-87.94086869204611,43.074766249999996
13891,3066 N 23RD ST,2018,1,-87.94086869204611,43.074766249999996
13892,3066 N 23RD ST,2019,1,-87.94086869204611,43.074766249999996
13893,3066 N NEWHALL ST,2017,2,-87.89004053410264,43.07428765
13894,3066 N PIERCE ST,2016,1,-87.90245957555629,43.07437905
13895,3067 N 10TH ST,2017,1,-75.14607520000001,39.999003099999996
13896,3067 N 2ND ST,2016,1,-87.91283668086177,43.0744698
13897,3068 N 24TH PL,2016,1,-87.94331470755233,43.074862100000004
13898,3068 N 24TH PL,2020,1,-87.94331470755233,43.074862100000004
13899,3068 N 26TH ST,2016,2,-75.172598,40.0021675
13900,3068 N 26TH ST,2018,1,-75.172598,40.0021675
13901,3068 N BARTLETT AV,2016,1,-87.88880423723599,43.074308200000004
13902,3068 N FRATNEY ST,2016,2,-87.9012671501529,43.07444235
13903,3068 N FRATNEY ST,2020,2,-87.9012671501529,43.07444235
13904,3068 N FRATNEY ST,2021,1,-87.9012671501529,43.07444235
13905,3068 N FRATNEY ST,2022,1,-87.9012671501529,43.07444235
13906,3069 N 26TH ST,2016,1,-75.17259638709677,40.00217422580645
13907,3069 N 26TH ST,2019,2,-75.17259638709677,40.00217422580645
13908,3069 N 6TH ST,2017,1,-87.9185622381317,43.0745644
13909,3069 N 6TH ST,2019,3,-87.9185622381317,43.0745644
13910,3069 N OAKLAND AV,2016,1,-87.88825002469684,43.0744331
13911,3069 N OAKLAND AV,2018,1,-87.88825002469684,43.0744331
13912,3069 N OAKLAND AV,2019,1,-87.88825002469684,43.0744331
13913,3069 N OAKLAND AV,2020,3,-87.88825002469684,43.0744331
13914,3069 N OAKLAND AV,2021,2,-87.88825002469684,43.0744331
13915,3069 N OAKLAND AV,2022,4,-87.88825002469684,43.0744331
13916,307 N BROADWAY,2016,1,-87.90768124375651,43.03409255
13917,307 W CONCORDIA AV,2016,2,-87.9141296478623,43.07875000492047
13918,3070 N 13TH ST,2016,1,-90.1961428943634,38.65442588079289
13919,3070 N 13TH ST,2020,1,-90.1961428943634,38.65442588079289
13920,3070 N 13TH ST,2021,1,-90.1961428943634,38.65442588079289
13921,3070 N DOWNER AV,2016,1,-87.87783066923657,43.0740577022897
13922,3070 N HACKETT AV,2016,1,-87.8765585,43.0743046
13923,3070 N MARTIN L KING JR DR,2017,1,-80.48581142894574,27.023284016173392
13924,3070 N MARTIN L KING JR DR,2022,1,-80.48581142894574,27.023284016173392
13925,3070 N RICHARDS ST,2016,1,-87.90751208777621,43.074490049999994
13926,3070 N RICHARDS ST,2019,1,-87.90751208777621,43.074490049999994
13927,3070 N RICHARDS ST,2020,2,-87.90751208777621,43.074490049999994
13928,3071 N 19TH ST,2017,1,-87.9369743,43.07477445000001
13929,3071 N 19TH ST,2019,1,-87.9369743,43.07477445000001
13930,3071 N 30TH ST,2017,1,-112.0171425180964,33.48376263791746
13931,3071 N 5TH ST,2017,1,-75.13887414285713,39.99765828571429
13932,3071 N 5TH ST,2018,1,-75.13887414285713,39.99765828571429
13933,3071 N 5TH ST,2020,2,-75.13887414285713,39.99765828571429
13934,3071 N BREMEN ST,2016,2,-87.9006591,43.0744426
13935,3071 N BREMEN ST,2017,1,-87.9006591,43.0744426
13936,3071 N BREMEN ST,2019,1,-87.9006591,43.0744426
13937,3071 N BREMEN ST,2021,1,-87.9006591,43.0744426
13938,3072 N 26TH ST,2017,1,-75.1725915483871,40.00219440322581
13939,3072 N 26TH ST,2020,2,-75.1725915483871,40.00219440322581
13940,3072 N 29TH ST,2017,2,-75.17745868686868,40.00262998989899
13941,3072 N RICHARDS ST,2016,2,-87.90750944474769,43.0745703
13942,3072 N RICHARDS ST,2018,1,-87.90750944474769,43.0745703
13943,3072 N RICHARDS ST,2019,1,-87.90750944474769,43.0745703
13944,3073 N 5TH ST,2017,1,-75.13886863265306,39.99768369387755
13945,3073 W BURLEIGH ST,2016,1,-87.951915,43.075143
13946,3074 N 26TH ST,2016,1,-75.17258832258065,40.00220785483871
13947,3074 N 28TH ST,2016,1,-87.94829500553563,43.075019850000004
13948,3074 N 28TH ST,2022,1,-87.94829500553563,43.075019850000004
13949,3074 N MARYLAND AV,2016,1,-87.8827161,43.0743107
13950,3075 N 24TH ST,2017,1,-87.94257090919916,43.0749428
13951,3075 N 24TH ST,2018,2,-87.94257090919916,43.0749428
13952,3075 N 24TH ST,2019,2,-87.94257090919916,43.0749428
13953,3075 N 26TH ST,2016,1,-75.17258670967742,40.00221458064516
13954,3075 N 26TH ST,2018,1,-75.17258670967742,40.00221458064516
13955,3075 N 26TH ST,2019,2,-75.17258670967742,40.00221458064516
13956,3075 N 26TH ST,2021,1,-75.17258670967742,40.00221458064516
13957,3075 N 26TH ST,2022,1,-75.17258670967742,40.00221458064516
13958,3075 N NEWHALL ST,2016,2,-87.89060802064017,43.07451865
13959,3076 N 27TH ST,2017,1,-75.174347625,40.002416625
13960,3076 N 27TH ST,2019,1,-75.174347625,40.002416625
13961,3076 N 27TH ST,2021,2,-75.174347625,40.002416625
13962,3076 N 2ND ST,2016,1,-87.91221888925179,43.07468615
13963,3077 N 11TH ST,2016,1,-87.92555875715156,43.0747746
13964,3077 N 11TH ST,2019,1,-87.92555875715156,43.0747746
13965,3077 N 25TH ST,2017,1,-90.20835185714286,38.65485795918367
13966,3078 N 22ND ST,2017,1,-87.93961228989163,43.07496235000001
13967,3078 N 22ND ST,2020,1,-87.93961228989163,43.07496235000001
13968,3078 N 28TH ST,2017,1,-112.02166244444444,33.483752611111115
13969,3078 N FRATNEY ST,2016,1,-87.90125098326331,43.0746236
13970,3078 N FRATNEY ST,2021,2,-87.90125098326331,43.0746236
13971,3079 N 21ST ST,2016,2,-75.16479757142858,40.00123647142857
13972,3079 N 22ND ST,2017,1,-87.9401485,43.0749967
13973,3079 N 22ND ST,2020,1,-87.9401485,43.0749967
13974,3079 N 22ND ST,2022,2,-87.9401485,43.0749967
13975,3079 N 25TH ST,2016,1,-87.94503757517865,43.0750722
13976,3079 N 25TH ST,2020,3,-87.94503757517865,43.0750722
13977,3079 N 28TH ST,2017,1,-87.94883458977853,43.07509615
13978,3079 N HOLTON ST,2016,1,-87.90543477587876,43.07452325
13979,3079 N HOLTON ST,2020,1,-87.90543477587876,43.07452325
13980,3079 N HOLTON ST,2021,1,-87.90543477587876,43.07452325
13981,308 E LLOYD ST,2016,1,-87.90794706900009,43.0579473
13982,308 E LLOYD ST,2021,1,-87.90794706900009,43.0579473
13983,308 E WISCONSIN AV,2017,1,-87.9073706,43.0388837
13984,308 E WISCONSIN AV,2019,1,-87.9073706,43.0388837
13985,308 E WISCONSIN AV,2020,1,-87.9073706,43.0388837
13986,308 E WISCONSIN AV,2021,1,-87.9073706,43.0388837
13987,3082 N 11TH ST,2016,1,-90.19373425900274,38.655028810679276
13988,3085 N 22ND ST,2016,1,-90.20453822699582,38.65412633469103
13989,309 E BURLEIGH ST,2017,2,-87.90733262233111,43.074588750000004
13990,309 E BURLEIGH ST,2018,1,-87.90733262233111,43.074588750000004
13991,309 E BURLEIGH ST,2019,2,-87.90733262233111,43.074588750000004
13992,309 E BURLEIGH ST,2020,3,-87.90733262233111,43.074588750000004
13993,309 E BURLEIGH ST,2022,1,-87.90733262233111,43.074588750000004
13994,309 E LLOYD ST,2016,1,-87.90801495,43.05756515
13995,309 E LLOYD ST,2017,1,-87.90801495,43.05756515
13996,309 N WATER ST,2016,2,-87.9091614,43.0338785
13997,309 N WATER ST,2017,2,-87.9091614,43.0338785
13998,309 N WATER ST,2018,2,-87.9091614,43.0338785
13999,309 N WATER ST,2021,2,-87.9091614,43.0338785
14000,309 W CHRISTINE LA,2016,1,-87.91431006064084,43.068370732760954
14001,309 W CHRISTINE LA,2017,1,-87.91431006064084,43.068370732760954
14002,309 W CHRISTINE LA,2020,1,-87.91431006064084,43.068370732760954
14003,309 W HADLEY ST,2016,1,-87.9146497,43.0692651
14004,3091 N TEUTONIA AV,2016,1,-87.93141278546933,43.07394831807837
14005,3097 N PIERCE ST,2016,1,-92.33814603333333,34.7799571
14006,310 E BROWN ST,2017,2,-87.90794420446059,43.0566592
14007,310 E BROWN ST,2020,2,-87.90794420446059,43.0566592
14008,310 E CAPITOL DR,2016,1,-87.90700427601772,43.08933767823335
14009,310 E CAPITOL DR,2018,1,-87.90700427601772,43.08933767823335
14010,310 E CAPITOL DR,2019,1,-87.90700427601772,43.08933767823335
14011,310 E CHICAGO ST,2016,1,-87.90682428489781,43.032996350000005
14012,310 E CHICAGO ST,2017,7,-87.90682428489781,43.032996350000005
14013,310 E CHICAGO ST,2018,3,-87.90682428489781,43.032996350000005
14014,310 E CHICAGO ST,2019,1,-87.90682428489781,43.032996350000005
14015,310 E CHICAGO ST,2020,1,-87.90682428489781,43.032996350000005
14016,310 E CHICAGO ST,2021,6,-87.90682428489781,43.032996350000005
14017,310 E CHICAGO ST,2022,8,-87.90682428489781,43.032996350000005
14018,310 E CLYBOURN ST,2017,1,-87.9071690064626,43.0364412
14019,310 E WISCONSIN AV,2016,2,-87.9073347,43.0388543
14020,310 E WISCONSIN AV,2019,1,-87.9073347,43.0388543
14021,310 W FLORIDA ST,2016,1,-87.91455065846048,43.02745113576671
14022,310 W FLORIDA ST,2017,1,-87.91455065846048,43.02745113576671
14023,310 W GARFIELD AV,2016,1,-87.91445573244941,43.05918391197226
14024,310 W GARFIELD AV,2020,1,-87.91445573244941,43.05918391197226
14025,310 W JUNEAU AV,2017,1,-87.91469352740475,43.04578492482067
14026,310 W JUNEAU AV,2020,1,-87.91469352740475,43.04578492482067
14027,310 W LLOYD ST,2016,1,-87.914669,43.0579252
14028,310 W LOCUST ST,2016,7,-90.57774953998198,41.53862105
14029,310 W LOCUST ST,2017,3,-90.57774953998198,41.53862105
14030,310 W LOCUST ST,2018,1,-90.57774953998198,41.53862105
14031,310 W LOCUST ST,2019,1,-90.57774953998198,41.53862105
14032,310 W LOCUST ST,2020,3,-90.57774953998198,41.53862105
14033,310 W LOCUST ST,2021,1,-90.57774953998198,41.53862105
14034,310 W LOCUST ST,2022,2,-90.57774953998198,41.53862105
14035,310 W STATE ST,2017,1,-74.7750771,40.2227888
14036,310 W STATE ST,2021,1,-74.7750771,40.2227888
14037,310 W WISCONSIN AV,2016,9,-87.9158877,43.0389185
14038,310 W WISCONSIN AV,2017,11,-87.9158877,43.0389185
14039,310 W WISCONSIN AV,2018,9,-87.9158877,43.0389185
14040,310 W WISCONSIN AV,2019,6,-87.9158877,43.0389185
14041,310 W WISCONSIN AV,2020,2,-87.9158877,43.0389185
14042,310 W WISCONSIN AV,2021,8,-87.9158877,43.0389185
14043,310 W WISCONSIN AV,2022,27,-87.9158877,43.0389185
14044,310 W WISCONSIN AV #500E,2016,1,-81.0199744366496,40.929678838467495
14045,3100 N 13TH ST,2017,1,-90.196015,38.654804
14046,3100 N 13TH ST,2018,2,-90.196015,38.654804
14047,3100 N 1ST ST,2017,1,-121.93578982299825,37.3983577
14048,3100 N 20TH ST,2017,1,-90.201719,38.654131
14049,3100 N 27TH ST,2016,2,-75.174251,40.002847
14050,3100 N 27TH ST,2018,3,-75.174251,40.002847
14051,3100 N 27TH ST,2019,3,-75.174251,40.002847
14052,3100 N 27TH ST,2021,1,-75.174251,40.002847
14053,3100 N BREMEN ST,2017,1,-87.900171,43.07516
14054,3100 N BREMEN ST,2020,1,-87.900171,43.07516
14055,3100 N FRATNEY ST,2017,1,-87.901386,43.074859
14056,3100 N MARTIN L KING JR DR,2016,1,-80.48581142894574,27.023284016173392
14057,3100 N PALMER ST,2016,1,-87.908764,43.074888
14058,3100 N PALMER ST,2017,1,-87.908764,43.074888
14059,3100 W AUER AV,2016,1,-87.952241,43.077104
14060,3100 W BURLEIGH ST,2016,1,-87.95227282386861,43.07535745
